Open time,Open,High,Low,Close
2025-01-30 01:30:00+00:00,104372.23,104417.99,104372.22,104417.99
2025-01-30 01:30:05+00:00,104417.98,104419.59,104417.98,104419.58
2025-01-30 01:30:10+00:00,104419.59,104429.5,104419.58,104429.5
2025-01-30 01:30:15+00:00,104429.49,104429.5,104429.49,104429.5
2025-01-30 01:30:20+00:00,104429.49,104439.99,104429.49,104439.99
2025-01-30 01:30:25+00:00,104439.99,104443.49,104439.98,104443.48
2025-01-30 01:30:30+00:00,104443.49,104451.83,104429.54,104429.54
2025-01-30 01:30:35+00:00,104429.54,104429.55,104429.54,104429.55
2025-01-30 01:30:40+00:00,104429.54,104429.55,104429.54,104429.55
2025-01-30 01:30:45+00:00,104429.55,104436.97,104429.54,104429.57
2025-01-30 01:30:50+00:00,104429.57,104429.57,104375.08,104375.08
2025-01-30 01:30:55+00:00,104375.09,104375.09,104375.08,104375.09
2025-01-30 01:31:00+00:00,104375.09,104379.46,104375.08,104379.46
2025-01-30 01:31:05+00:00,104379.46,104382.66,104375.08,104375.09
2025-01-30 01:31:10+00:00,104375.09,104375.09,104375.08,104375.09
2025-01-30 01:31:15+00:00,104375.08,104375.09,104375.08,104375.08
2025-01-30 01:31:20+00:00,104375.08,104417.99,104375.08,104417.99
